satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,department,salary,left
,0.88,4.0,170.0,4.0,0.0,0.0,RandD,low,0
0.99,0.7,4.0,190.0,4.0,1.0,0.0,RandD,,0
0.79,0.76,4.0,216.0,4.0,0.0,0.0,RandD,medium,0
0.71,0.54,3.0,249.0,3.0,0.0,0.0,marketing,medium,0
0.82,0.76,3.0,174.0,3.0,0.0,0.0,,medium,0
0.6,0.7,4.0,265.0,4.0,1.0,0.0,,medium,0
0.17,0.88,2.0,206.0,4.0,0.0,0.0,support,medium,0
0.73,0.6,4.0,222.0,3.0,0.0,,technical,medium,0
0.69,0.54,5.0,152.0,3.0,1.0,0.0,management,medium,0
0.86,0.61,4.0,221.0,2.0,0.0,0.0,marketing,medium,0
0.67,0.55,5.0,239.0,2.0,0.0,0.0,marketing,medium,0
0.25,0.96,6.0,217.0,4.0,0.0,0.0,marketing,low,0
0.65,0.66,3.0,164.0,2.0,0.0,0.0,sales,low,0
0.81,0.56,3.0,142.0,3.0,0.0,0.0,sales,low,0
0.58,0.53,4.0,181.0,3.0,1.0,0.0,sales,low,0
0.14,0.57,4.0,207.0,5.0,0.0,0.0,sales,low,0
0.15,0.37,2.0,167.0,3.0,0.0,0.0,sales,low,0
0.98,0.51,3.0,243.0,2.0,0.0,0.0,sales,low,0
0.91,0.5,4.0,231.0,3.0,0.0,0.0,sales,high,0
0.86,0.71,4.0,250.0,,1.0,0.0,sales,low,0
0.56,0.63,3.0,145.0,2.0,0.0,0.0,sales,high,0
0.58,0.77,4.0,190.0,6.0,0.0,0.0,sales,high,0
0.54,,2.0,128.0,2.0,0.0,,sales,low,0
0.59,0.99,5.0,254.0,3.0,1.0,0.0,sales,low,0
0.92,0.88,3.0,145.0,4.0,,0.0,sales,high,0
0.82,0.8,4.0,246.0,3.0,0.0,0.0,sales,low,0
0.86,0.68,5.0,246.0,2.0,0.0,0.0,sales,medium,0
0.66,0.77,5.0,236.0,,0.0,0.0,sales,high,0
0.85,0.66,3.0,234.0,3.0,0.0,0.0,,medium,0
0.8,0.6,3.0,247.0,2.0,0.0,0.0,sales,medium,0
0.99,0.61,3.0,154.0,3.0,0.0,0.0,sales,,0
,0.45,3.0,228.0,,0.0,0.0,accounting,medium,0
0.93,0.99,4.0,209.0,3.0,1.0,0.0,accounting,high,0
0.5,0.54,5.0,173.0,2.0,0.0,0.0,,medium,0
0.68,0.71,4.0,206.0,2.0,0.0,0.0,hr,medium,0
0.62,0.87,3.0,151.0,2.0,1.0,0.0,hr,medium,0
0.99,0.54,4.0,196.0,4.0,1.0,0.0,hr,high,0
0.93,0.52,3.0,229.0,2.0,1.0,0.0,,medium,0
0.2,0.75,3.0,235.0,4.0,0.0,0.0,technical,high,0
0.58,0.61,4.0,200.0,3.0,0.0,0.0,,low,0
0.94,0.76,4.0,261.0,6.0,0.0,0.0,technical,medium,0
0.18,,4.0,165.0,3.0,0.0,0.0,technical,medium,0
0.18,0.62,3.0,165.0,4.0,0.0,0.0,technical,medium,0
0.7,0.74,5.0,,2.0,0.0,,technical,medium,0
0.93,0.92,5.0,185.0,5.0,0.0,0.0,technical,low,0
0.5,0.76,4.0,229.0,3.0,1.0,0.0,technical,low,0
0.54,0.71,3.0,153.0,3.0,0.0,0.0,technical,low,0
0.74,0.63,4.0,238.0,2.0,0.0,0.0,,low,0
0.66,0.67,3.0,199.0,2.0,0.0,0.0,technical,,0
0.61,0.87,3.0,,,1.0,0.0,,low,0
0.74,0.98,3.0,196.0,6.0,1.0,,support,low,0
,0.51,4.0,201.0,4.0,,0.0,support,low,0
0.65,0.84,3.0,189.0,,1.0,0.0,support,,0
0.94,0.49,,250.0,5.0,0.0,0.0,support,,0
0.91,0.79,4.0,254.0,2.0,0.0,0.0,support,high,0
0.87,0.65,3.0,212.0,,1.0,,support,low,0
,0.79,5.0,196.0,,1.0,0.0,support,low,0
,0.73,4.0,146.0,3.0,,0.0,support,low,0
0.68,0.85,3.0,250.0,3.0,0.0,0.0,support,low,0
,0.88,,266.0,2.0,1.0,0.0,,high,0
0.63,0.96,4.0,133.0,2.0,0.0,0.0,technical,low,0
0.47,0.53,4.0,181.0,3.0,0.0,0.0,technical,low,0
0.2,0.5,6.0,282.0,6.0,1.0,0.0,technical,low,0
0.72,0.84,2.0,173.0,2.0,1.0,0.0,management,high,0
0.56,0.57,5.0,237.0,2.0,0.0,0.0,IT,low,0
0.7,0.74,3.0,202.0,2.0,0.0,0.0,IT,medium,0
0.59,0.82,3.0,162.0,2.0,0.0,0.0,IT,high,0
0.78,0.96,3.0,248.0,3.0,0.0,0.0,IT,medium,0
0.62,,,165.0,3.0,0.0,0.0,IT,high,0
0.71,0.61,,216.0,2.0,0.0,0.0,product_mng,medium,0
,0.45,4.0,143.0,6.0,0.0,0.0,product_mng,medium,0
,0.77,3.0,254.0,3.0,0.0,0.0,product_mng,medium,0
0.83,0.56,3.0,186.0,3.0,0.0,0.0,product_mng,medium,0
0.92,0.99,4.0,245.0,4.0,0.0,0.0,,medium,0
0.67,0.77,3.0,157.0,3.0,0.0,0.0,,medium,0
0.56,0.45,3.0,184.0,3.0,0.0,0.0,,medium,0
0.91,0.63,4.0,210.0,3.0,0.0,0.0,RandD,medium,0
0.56,0.86,4.0,137.0,2.0,1.0,0.0,RandD,high,0
0.72,0.95,3.0,145.0,2.0,0.0,,RandD,low,0
0.56,0.86,4.0,181.0,3.0,0.0,0.0,,medium,0
0.92,0.56,3.0,174.0,3.0,0.0,0.0,sales,medium,0
0.74,0.88,5.0,183.0,3.0,1.0,0.0,accounting,medium,0
,0.84,4.0,171.0,4.0,1.0,0.0,support,medium,0
0.69,0.72,2.0,190.0,2.0,0.0,0.0,technical,medium,0
0.87,0.78,,142.0,3.0,0.0,0.0,management,medium,0
0.98,0.5,3.0,198.0,3.0,0.0,0.0,marketing,medium,0
0.9,0.61,3.0,185.0,3.0,0.0,0.0,marketing,medium,0
0.49,0.87,4.0,171.0,3.0,1.0,0.0,marketing,medium,0
0.78,0.57,4.0,264.0,3.0,0.0,0.0,sales,high,0
0.58,0.98,3.0,175.0,3.0,0.0,0.0,sales,low,0
0.91,0.88,5.0,210.0,2.0,1.0,0.0,sales,low,0
0.92,0.75,4.0,212.0,3.0,0.0,0.0,sales,low,0
0.36,0.66,4.0,97.0,2.0,0.0,0.0,sales,high,0
0.55,0.53,4.0,214.0,3.0,0.0,,sales,low,0
0.95,0.96,4.0,244.0,3.0,0.0,0.0,sales,low,0
0.5,0.67,3.0,246.0,3.0,0.0,0.0,,low,0
0.42,0.73,3.0,115.0,6.0,0.0,0.0,sales,high,0
0.75,0.68,3.0,237.0,5.0,0.0,0.0,sales,low,0
0.88,0.7,4.0,146.0,4.0,0.0,,sales,low,0
0.53,0.63,5.0,,4.0,0.0,0.0,sales,low,0
0.84,0.4,4.0,246.0,3.0,,0.0,sales,low,0
0.49,0.93,3.0,226.0,3.0,0.0,0.0,sales,low,0
0.71,0.91,3.0,261.0,,0.0,0.0,sales,low,0
0.83,0.64,4.0,242.0,2.0,0.0,0.0,,low,0
0.88,0.93,4.0,177.0,3.0,0.0,0.0,sales,medium,0
0.87,0.53,4.0,144.0,3.0,0.0,0.0,sales,medium,0
0.43,0.82,2.0,221.0,5.0,0.0,0.0,sales,medium,0
0.8,0.9,5.0,265.0,3.0,0.0,0.0,accounting,medium,0
0.32,0.67,5.0,224.0,4.0,1.0,0.0,accounting,medium,0
0.77,0.56,3.0,167.0,4.0,0.0,0.0,accounting,medium,0
0.97,0.77,3.0,245.0,3.0,,0.0,,medium,0
0.98,0.63,4.0,232.0,2.0,0.0,0.0,hr,medium,0
0.62,0.64,5.0,229.0,2.0,0.0,0.0,hr,medium,0
0.53,0.94,4.0,128.0,,0.0,0.0,hr,medium,0
0.93,0.49,,211.0,2.0,,,technical,medium,0
0.51,0.91,4.0,194.0,,0.0,0.0,,medium,0
0.76,0.76,4.0,214.0,3.0,0.0,0.0,technical,high,0
0.69,0.89,3.0,216.0,4.0,0.0,0.0,technical,low,0
0.58,0.6,4.0,222.0,3.0,0.0,0.0,technical,medium,0
0.98,,4.0,144.0,4.0,0.0,,technical,medium,0
0.58,0.54,3.0,287.0,6.0,0.0,0.0,technical,medium,0
0.57,,4.0,224.0,4.0,0.0,0.0,technical,medium,0
0.84,0.79,4.0,157.0,4.0,0.0,0.0,technical,low,0
0.15,0.67,5.0,216.0,6.0,,0.0,technical,low,0
0.88,0.72,5.0,181.0,4.0,0.0,0.0,technical,low,0
0.69,0.99,3.0,133.0,3.0,0.0,0.0,support,low,0
0.56,0.84,5.0,154.0,2.0,1.0,0.0,support,low,0
0.49,,3.0,265.0,3.0,0.0,0.0,support,low,0
0.4,0.45,4.0,113.0,3.0,0.0,0.0,support,low,0
0.67,0.36,3.0,280.0,4.0,0.0,0.0,support,low,0
0.79,0.5,3.0,213.0,3.0,1.0,0.0,support,low,0
0.47,0.44,5.0,255.0,5.0,1.0,0.0,support,low,0
0.82,0.54,3.0,243.0,4.0,0.0,0.0,support,low,0
0.82,0.87,3.0,206.0,2.0,0.0,0.0,support,,0
0.63,0.57,5.0,149.0,3.0,0.0,0.0,support,low,0
0.91,0.53,2.0,273.0,3.0,0.0,0.0,support,low,0
0.89,1.0,4.0,226.0,2.0,1.0,0.0,technical,low,0
0.96,0.93,3.0,238.0,2.0,0.0,0.0,technical,low,0
0.83,0.72,2.0,226.0,,0.0,0.0,technical,low,0
0.75,0.92,3.0,199.0,3.0,1.0,0.0,management,low,0
0.75,,5.0,202.0,3.0,,0.0,IT,low,0
0.41,0.69,2.0,152.0,4.0,1.0,,IT,low,0
0.96,0.94,3.0,167.0,3.0,0.0,0.0,IT,low,0
0.58,0.79,4.0,130.0,3.0,0.0,0.0,IT,medium,0
0.74,0.89,3.0,229.0,3.0,0.0,0.0,IT,medium,0
0.78,0.74,4.0,261.0,3.0,1.0,0.0,product_mng,medium,0
0.5,0.72,3.0,182.0,2.0,1.0,0.0,product_mng,medium,0
1.0,0.52,4.0,198.0,3.0,0.0,0.0,product_mng,medium,0
0.85,0.91,3.0,244.0,3.0,0.0,0.0,product_mng,medium,0
0.82,0.89,4.0,275.0,3.0,0.0,0.0,IT,medium,0
,0.81,5.0,245.0,5.0,0.0,0.0,RandD,medium,0
0.9,0.9,3.0,147.0,3.0,1.0,0.0,RandD,,0
0.59,1.0,,,3.0,0.0,0.0,RandD,medium,0
0.53,0.46,2.0,167.0,2.0,0.0,0.0,RandD,medium,0
0.57,0.5,5.0,149.0,5.0,1.0,0.0,RandD,medium,0
0.85,0.99,4.0,233.0,2.0,0.0,0.0,marketing,high,0
0.64,0.67,,167.0,2.0,0.0,0.0,,low,0
0.57,0.54,3.0,159.0,3.0,1.0,0.0,accounting,medium,0
0.86,0.85,2.0,195.0,4.0,0.0,0.0,support,medium,0
0.6,0.7,5.0,229.0,2.0,0.0,0.0,technical,medium,0
0.17,0.76,4.0,199.0,5.0,0.0,0.0,management,medium,0
0.54,0.63,3.0,174.0,3.0,0.0,0.0,marketing,low,0
0.35,0.78,5.0,275.0,,0.0,0.0,marketing,low,0
0.92,0.77,5.0,217.0,4.0,0.0,0.0,marketing,low,0
0.66,1.0,4.0,192.0,2.0,0.0,0.0,sales,low,0
0.83,0.9,4.0,195.0,3.0,0.0,0.0,sales,low,0
0.89,0.86,3.0,261.0,4.0,0.0,,sales,low,0
,0.61,4.0,199.0,3.0,0.0,0.0,sales,low,0
0.24,0.85,4.0,160.0,5.0,0.0,0.0,sales,low,0
0.69,0.8,3.0,177.0,4.0,0.0,0.0,sales,low,0
0.45,0.46,,179.0,2.0,1.0,0.0,sales,low,0
0.78,0.93,4.0,161.0,3.0,0.0,0.0,sales,low,0
0.91,0.38,5.0,279.0,5.0,0.0,0.0,sales,low,0
0.63,0.65,4.0,246.0,6.0,1.0,0.0,sales,low,0
0.71,0.8,4.0,199.0,2.0,0.0,0.0,sales,low,0
0.73,0.69,3.0,161.0,,0.0,0.0,sales,low,0
0.69,0.52,5.0,219.0,3.0,0.0,0.0,sales,low,0
0.52,0.57,5.0,162.0,3.0,0.0,0.0,sales,low,0
0.78,0.66,4.0,258.0,3.0,0.0,,sales,low,0
0.94,0.69,3.0,269.0,3.0,0.0,0.0,sales,low,0
0.55,0.73,4.0,,3.0,0.0,0.0,sales,low,0
0.43,0.38,2.0,278.0,3.0,1.0,0.0,sales,low,0
0.77,0.66,3.0,147.0,2.0,0.0,0.0,sales,medium,0
0.59,0.8,5.0,247.0,3.0,0.0,0.0,,medium,0
0.65,0.54,4.0,,4.0,0.0,0.0,accounting,medium,0
0.82,0.37,2.0,280.0,3.0,0.0,0.0,,medium,0
0.31,0.72,2.0,191.0,3.0,0.0,0.0,hr,medium,0
0.84,0.65,4.0,264.0,2.0,0.0,0.0,hr,medium,0
0.15,0.4,3.0,236.0,5.0,0.0,0.0,hr,medium,0
0.64,0.52,4.0,271.0,2.0,1.0,0.0,hr,medium,0
0.48,0.63,5.0,129.0,5.0,0.0,0.0,technical,medium,0
0.82,0.58,4.0,,5.0,0.0,0.0,technical,medium,0
0.99,0.54,3.0,188.0,3.0,0.0,0.0,technical,medium,0
0.8,0.52,3.0,147.0,3.0,1.0,0.0,technical,medium,0
0.94,0.92,3.0,273.0,3.0,0.0,0.0,technical,high,0
0.94,0.81,4.0,237.0,3.0,1.0,0.0,technical,low,0
0.77,0.79,3.0,273.0,2.0,0.0,0.0,technical,medium,0
0.48,0.54,3.0,190.0,3.0,0.0,0.0,technical,medium,0
0.62,0.68,3.0,226.0,3.0,0.0,0.0,technical,medium,0
0.61,0.9,4.0,216.0,3.0,0.0,0.0,technical,medium,0
0.27,0.6,6.0,205.0,5.0,1.0,0.0,technical,low,0
0.89,0.65,3.0,208.0,2.0,0.0,0.0,support,low,0
0.58,0.81,4.0,266.0,2.0,0.0,0.0,support,low,0
0.64,0.77,3.0,249.0,2.0,1.0,0.0,support,low,0
0.73,0.88,5.0,134.0,2.0,1.0,0.0,support,low,0
0.74,,2.0,189.0,3.0,0.0,0.0,support,low,0
0.75,0.82,4.0,143.0,2.0,,0.0,support,low,0
0.78,0.84,4.0,173.0,3.0,0.0,0.0,support,low,0
0.18,,6.0,248.0,3.0,0.0,0.0,support,low,0
0.8,0.84,3.0,186.0,6.0,0.0,0.0,support,low,0
0.89,0.64,5.0,191.0,3.0,0.0,0.0,support,low,0
0.84,0.5,3.0,227.0,2.0,0.0,0.0,support,low,0
0.64,0.38,2.0,269.0,5.0,0.0,0.0,technical,low,0
0.53,0.82,3.0,254.0,3.0,1.0,0.0,technical,low,0
0.15,0.66,4.0,180.0,4.0,0.0,0.0,technical,low,0
,0.62,3.0,144.0,3.0,0.0,0.0,management,low,0
0.49,0.78,5.0,137.0,3.0,1.0,0.0,IT,low,0
,0.72,3.0,223.0,4.0,0.0,0.0,IT,low,0
0.39,0.75,5.0,286.0,5.0,0.0,,IT,low,0
0.9,0.83,3.0,151.0,,0.0,0.0,IT,low,0
0.96,0.74,5.0,244.0,2.0,1.0,0.0,IT,low,0
0.63,0.81,4.0,216.0,4.0,0.0,0.0,product_mng,medium,0
0.63,0.74,4.0,173.0,3.0,0.0,0.0,product_mng,medium,0
0.89,0.81,3.0,186.0,3.0,0.0,0.0,product_mng,medium,0
0.93,0.57,2.0,205.0,4.0,1.0,0.0,product_mng,medium,0
0.87,0.59,4.0,202.0,3.0,0.0,0.0,IT,medium,0
,0.53,3.0,189.0,,0.0,0.0,,medium,0
0.97,,4.0,181.0,5.0,1.0,0.0,RandD,medium,0
0.61,0.51,3.0,207.0,3.0,0.0,0.0,,,0
,0.46,4.0,240.0,4.0,1.0,0.0,RandD,medium,0
0.61,,2.0,164.0,2.0,0.0,0.0,RandD,,0
,0.71,4.0,212.0,2.0,0.0,0.0,marketing,medium,0
0.57,0.75,4.0,151.0,2.0,0.0,0.0,sales,medium,0
0.74,0.96,4.0,197.0,3.0,0.0,0.0,accounting,high,0
0.86,0.61,5.0,265.0,,0.0,0.0,support,low,0
0.68,0.72,4.0,274.0,3.0,0.0,0.0,technical,medium,0
0.66,0.63,3.0,201.0,4.0,0.0,0.0,management,medium,0
0.86,0.89,3.0,250.0,2.0,0.0,0.0,marketing,medium,0
0.85,,3.0,165.0,4.0,0.0,0.0,marketing,medium,0
0.98,0.53,5.0,186.0,,0.0,,marketing,low,0
0.14,0.73,5.0,273.0,4.0,1.0,0.0,sales,low,0
0.2,0.54,5.0,162.0,6.0,0.0,0.0,sales,low,0
0.9,0.97,3.0,141.0,,0.0,,sales,low,0
,0.96,5.0,268.0,4.0,0.0,0.0,sales,low,0
0.63,0.77,3.0,176.0,2.0,1.0,0.0,sales,low,0
0.83,0.88,3.0,223.0,3.0,1.0,0.0,sales,low,0
0.67,0.72,4.0,218.0,2.0,1.0,0.0,sales,low,0
0.96,0.52,4.0,228.0,3.0,0.0,0.0,,low,0
0.69,0.75,3.0,204.0,3.0,0.0,0.0,sales,low,0
0.69,0.9,4.0,148.0,2.0,0.0,0.0,sales,low,0
0.64,0.94,3.0,221.0,2.0,0.0,0.0,sales,low,0
0.62,0.48,4.0,271.0,,0.0,0.0,sales,low,0
0.55,0.75,3.0,191.0,3.0,0.0,0.0,sales,low,0
0.98,0.51,4.0,223.0,2.0,0.0,0.0,sales,low,0
0.83,0.78,5.0,250.0,2.0,1.0,0.0,sales,low,0
0.73,0.77,3.0,230.0,2.0,0.0,0.0,sales,low,0
0.58,0.86,3.0,226.0,2.0,0.0,0.0,sales,low,0
0.52,0.67,4.0,182.0,3.0,0.0,0.0,sales,medium,0
0.91,0.7,3.0,195.0,3.0,0.0,0.0,sales,medium,0
0.72,0.64,3.0,231.0,2.0,0.0,0.0,accounting,medium,0
0.7,0.74,3.0,224.0,3.0,0.0,0.0,accounting,medium,0
0.86,0.92,4.0,229.0,4.0,0.0,,accounting,medium,0
0.82,0.57,2.0,158.0,3.0,1.0,0.0,hr,medium,0
0.83,0.78,4.0,242.0,3.0,1.0,0.0,hr,medium,0
,0.64,3.0,183.0,3.0,0.0,0.0,hr,medium,0
0.88,0.58,5.0,213.0,4.0,0.0,,hr,medium,0
0.68,0.74,4.0,263.0,2.0,1.0,0.0,technical,medium,0
0.9,0.49,3.0,237.0,2.0,0.0,0.0,technical,medium,0
0.59,0.67,6.0,,3.0,0.0,0.0,technical,medium,0
0.76,0.71,6.0,168.0,2.0,0.0,0.0,technical,high,0
0.23,0.63,5.0,151.0,4.0,1.0,0.0,technical,low,0
0.8,0.85,4.0,239.0,3.0,0.0,0.0,technical,medium,0
0.62,0.49,4.0,174.0,3.0,0.0,0.0,technical,,0
0.28,0.46,5.0,277.0,6.0,0.0,0.0,technical,medium,0
0.81,0.97,3.0,133.0,3.0,0.0,0.0,,medium,0
0.64,0.91,4.0,150.0,3.0,0.0,0.0,technical,,0
0.76,0.6,5.0,244.0,3.0,1.0,0.0,technical,low,0
0.79,0.87,3.0,232.0,2.0,0.0,,support,low,0
0.72,0.91,3.0,267.0,2.0,0.0,0.0,support,low,0
0.22,0.59,5.0,162.0,2.0,0.0,0.0,support,low,0
0.18,0.73,5.0,228.0,5.0,0.0,0.0,support,low,0
0.91,0.49,2.0,180.0,3.0,0.0,0.0,support,,0
0.69,0.63,2.0,252.0,3.0,0.0,0.0,support,low,0
0.91,0.66,5.0,212.0,3.0,0.0,0.0,support,low,0
0.67,0.84,4.0,224.0,3.0,0.0,,support,low,0
0.98,0.62,2.0,240.0,3.0,1.0,0.0,support,low,0
0.69,0.62,4.0,183.0,4.0,0.0,0.0,support,low,0
0.96,0.74,5.0,160.0,5.0,1.0,0.0,support,low,0
0.69,,4.0,225.0,3.0,0.0,0.0,technical,low,0
0.65,0.68,3.0,268.0,2.0,1.0,0.0,technical,low,0
0.7,,3.0,221.0,3.0,0.0,0.0,technical,low,0
0.48,0.94,3.0,173.0,2.0,0.0,0.0,management,low,0
0.48,0.51,4.0,103.0,4.0,0.0,0.0,IT,low,0
0.16,0.89,4.0,196.0,3.0,1.0,0.0,IT,low,0
,0.97,3.0,239.0,3.0,0.0,0.0,IT,low,0
0.91,0.71,3.0,171.0,2.0,0.0,0.0,IT,low,0
,0.54,3.0,243.0,3.0,0.0,0.0,IT,medium,0
0.56,0.56,2.0,153.0,2.0,0.0,0.0,product_mng,medium,0
0.56,0.41,6.0,142.0,3.0,0.0,,product_mng,medium,0
0.88,0.55,5.0,168.0,2.0,0.0,0.0,product_mng,medium,0
0.86,0.9,,180.0,4.0,0.0,0.0,product_mng,medium,0
0.66,0.84,4.0,186.0,3.0,0.0,0.0,IT,medium,0
0.41,0.45,3.0,236.0,2.0,0.0,0.0,RandD,medium,0
0.68,0.83,5.0,267.0,3.0,0.0,0.0,RandD,medium,0
0.59,0.47,3.0,129.0,2.0,,0.0,RandD,medium,0
,0.78,3.0,181.0,3.0,0.0,0.0,RandD,medium,0
0.3,0.54,2.0,99.0,2.0,0.0,0.0,RandD,medium,0
0.44,0.67,5.0,170.0,3.0,1.0,0.0,marketing,,0
0.75,0.64,3.0,195.0,3.0,0.0,0.0,,,0
0.23,0.94,4.0,149.0,6.0,0.0,0.0,accounting,low,0
0.34,0.46,6.0,132.0,2.0,0.0,0.0,support,medium,0
0.52,0.59,3.0,164.0,3.0,0.0,0.0,technical,medium,0
0.79,0.83,4.0,250.0,2.0,0.0,0.0,management,medium,0
0.5,0.77,3.0,204.0,2.0,0.0,0.0,marketing,medium,0
0.89,0.65,3.0,210.0,3.0,0.0,0.0,marketing,low,0
0.84,,6.0,98.0,3.0,0.0,,marketing,low,0
0.26,0.47,3.0,241.0,4.0,,0.0,sales,low,0
0.57,0.96,5.0,203.0,4.0,0.0,0.0,sales,low,0
0.14,0.99,,257.0,4.0,1.0,0.0,sales,,0
0.94,0.62,,201.0,2.0,0.0,0.0,sales,low,0
0.3,0.58,2.0,124.0,,0.0,0.0,,low,0
0.29,0.43,,175.0,3.0,0.0,,sales,low,0
0.82,0.75,3.0,161.0,3.0,0.0,0.0,sales,low,0
0.62,0.75,4.0,183.0,4.0,1.0,0.0,sales,low,0
0.64,,5.0,262.0,,0.0,0.0,sales,low,0
0.17,0.52,4.0,184.0,4.0,0.0,0.0,sales,low,0
0.75,0.56,3.0,207.0,3.0,0.0,0.0,sales,low,0
0.49,0.73,4.0,185.0,3.0,0.0,0.0,sales,low,0
0.84,0.58,4.0,180.0,2.0,0.0,0.0,sales,low,0
0.48,0.96,4.0,224.0,2.0,1.0,0.0,sales,low,0
0.54,0.53,3.0,184.0,3.0,0.0,0.0,sales,low,0
0.76,0.99,5.0,252.0,3.0,1.0,0.0,sales,low,0
0.77,0.84,4.0,196.0,3.0,0.0,0.0,sales,low,0
0.95,0.97,4.0,203.0,2.0,0.0,0.0,sales,low,0
0.72,0.83,4.0,181.0,3.0,0.0,0.0,sales,low,0
0.74,0.67,4.0,148.0,3.0,0.0,0.0,accounting,medium,0
0.9,0.55,4.0,211.0,3.0,0.0,0.0,accounting,medium,0
0.67,0.55,,246.0,3.0,0.0,,accounting,medium,0
0.97,0.55,4.0,258.0,3.0,0.0,0.0,hr,medium,0
,0.59,3.0,231.0,4.0,0.0,0.0,hr,,0
0.32,0.95,2.0,184.0,5.0,0.0,0.0,hr,medium,0
0.4,,3.0,146.0,2.0,,0.0,hr,medium,0
0.66,0.54,2.0,136.0,2.0,0.0,0.0,technical,low,0
0.7,0.77,4.0,266.0,2.0,0.0,0.0,technical,low,0
0.69,0.89,2.0,220.0,3.0,0.0,0.0,technical,low,0
0.72,0.57,2.0,248.0,2.0,0.0,0.0,technical,low,0
0.21,0.65,3.0,183.0,,0.0,0.0,technical,low,0
0.91,0.9,3.0,169.0,3.0,0.0,0.0,technical,low,0
0.72,0.71,3.0,132.0,2.0,1.0,0.0,technical,low,0
0.96,0.72,3.0,197.0,,0.0,0.0,technical,low,0
1.0,0.89,4.0,,3.0,0.0,0.0,technical,,0
0.63,0.51,3.0,,6.0,0.0,0.0,technical,low,0
0.24,0.74,6.0,106.0,5.0,0.0,0.0,technical,,0
0.44,0.38,4.0,128.0,2.0,0.0,0.0,support,low,0
0.92,,3.0,191.0,3.0,0.0,0.0,support,low,0
0.51,0.51,4.0,189.0,3.0,0.0,0.0,support,low,0
0.77,0.71,5.0,141.0,3.0,0.0,0.0,,low,0
0.8,0.97,4.0,220.0,3.0,0.0,0.0,support,low,0
0.84,0.46,,118.0,3.0,0.0,0.0,support,low,0
,0.88,5.0,223.0,3.0,0.0,0.0,support,low,0
0.64,0.61,3.0,263.0,3.0,,0.0,,low,0
0.15,0.59,5.0,209.0,4.0,1.0,0.0,support,medium,0
0.74,0.58,4.0,193.0,3.0,0.0,0.0,support,medium,0
0.94,0.78,4.0,211.0,3.0,0.0,0.0,support,medium,0
0.57,,3.0,192.0,3.0,0.0,0.0,technical,medium,0
0.92,0.63,5.0,156.0,3.0,0.0,0.0,technical,medium,0
0.76,0.54,5.0,278.0,2.0,1.0,0.0,technical,medium,0
0.73,0.92,3.0,199.0,3.0,1.0,0.0,management,medium,0
0.24,0.6,,194.0,6.0,,,IT,medium,0
0.42,0.47,2.0,125.0,4.0,,0.0,IT,,0
0.92,,,96.0,4.0,0.0,0.0,IT,medium,0
0.92,0.94,3.0,234.0,2.0,1.0,0.0,IT,,0
0.68,0.55,6.0,181.0,3.0,0.0,0.0,IT,medium,0
0.49,0.86,4.0,246.0,2.0,0.0,0.0,product_mng,medium,0
0.57,0.98,3.0,171.0,3.0,0.0,0.0,product_mng,medium,0
0.3,0.66,3.0,198.0,2.0,0.0,0.0,product_mng,medium,0
0.17,0.81,5.0,280.0,4.0,0.0,0.0,product_mng,medium,0
,0.49,3.0,267.0,3.0,0.0,0.0,IT,medium,0
0.83,0.91,3.0,251.0,2.0,0.0,0.0,RandD,medium,0
0.87,0.76,5.0,182.0,3.0,0.0,,RandD,medium,0
0.71,0.8,4.0,157.0,3.0,0.0,,RandD,medium,0
0.88,0.5,3.0,206.0,2.0,0.0,0.0,RandD,medium,0
0.63,0.94,3.0,237.0,3.0,,0.0,RandD,medium,0
0.99,0.58,2.0,166.0,3.0,0.0,0.0,marketing,medium,0
0.99,0.81,4.0,229.0,2.0,1.0,0.0,sales,medium,0
0.77,0.53,5.0,256.0,3.0,0.0,0.0,accounting,medium,0
0.64,0.69,5.0,114.0,6.0,0.0,0.0,support,medium,0
0.61,1.0,5.0,243.0,2.0,,0.0,technical,medium,0
0.37,0.82,3.0,199.0,5.0,0.0,0.0,management,medium,0
0.19,1.0,4.0,188.0,,1.0,0.0,marketing,medium,0
0.96,0.87,4.0,187.0,,0.0,0.0,marketing,medium,0
0.8,0.62,4.0,216.0,2.0,0.0,0.0,marketing,medium,0
0.14,0.63,6.0,215.0,5.0,0.0,0.0,sales,low,0
0.15,0.69,6.0,213.0,6.0,0.0,,sales,low,0
,0.82,4.0,198.0,4.0,0.0,0.0,sales,low,0
0.27,,5.0,,,1.0,0.0,sales,low,0
0.97,0.96,3.0,212.0,3.0,0.0,0.0,sales,,0
0.52,0.93,2.0,271.0,,0.0,0.0,sales,low,0
0.98,0.89,3.0,186.0,2.0,0.0,0.0,sales,low,0
0.96,0.95,4.0,265.0,2.0,0.0,0.0,sales,low,0
0.28,0.92,3.0,151.0,3.0,0.0,0.0,sales,low,0
0.65,,,206.0,3.0,0.0,0.0,sales,low,0
0.59,0.63,4.0,153.0,3.0,1.0,0.0,sales,low,0
0.64,0.48,4.0,267.0,2.0,1.0,0.0,sales,low,0
0.71,,3.0,161.0,3.0,0.0,0.0,sales,low,0
0.83,0.84,,149.0,3.0,0.0,0.0,sales,low,0
0.95,0.94,2.0,269.0,4.0,1.0,0.0,sales,,0
